"","L61","L62","L63","L64","L65","L66","L67","L68","L69","L70","L71","L72","L73","L74","L75","L76","L77","L78","L79","L80","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20"
"Abscisic aldehyde"," 0.192159927"," 0.178876547"," 0.206264438"," 0.209403502"," 0.796303119"," 0.429894635","-0.071089166"," 0.442131260","-0.049282509","-0.142311699","-0.127550290","-0.024338876","-0.070375781","-0.121820246"," 0.266003378","-0.084471550","-0.067055516","-0.134073369"," 0.300771564"," 0.004365828","-0.082403941","-0.103304171","-0.125821792","-0.105784965","-0.042109500","-0.089017424","-0.105247666","-0.108470997","-0.103886487","-0.203696881","-0.128789514","-0.107133034"," 0.120117830","-0.142087492","-0.100800308","-0.154876259","-0.053030166","-0.107935758","-0.191389695","-0.198136973"
"4'-Oxolividamine"," 0.23162831"," 0.40536301"," 0.26258535","-0.28632339"," 0.32541126"," 0.09686730","-0.26909602"," 0.33080644","-0.10255802","-0.29538115","-0.31506230"," 0.33745406"," 0.30628929"," 0.09961183"," 0.15537313"," 0.29127004"," 0.10927804"," 0.29696988"," 0.17455676"," 0.15311450","-0.26426247","-0.31487417","-0.18944191"," 0.67748995"," 0.05850647","-0.32020312","-0.31302302","-0.21335169","-0.29464835"," 0.43122991","-0.05240564"," 0.02149750","-0.32251005","-0.02076198","-0.31188144","-0.23206959","-0.20223444","-0.04720848","-0.31433469","-0.08367108"
"gamma-Aminobutyric acid","-0.0110061751","-0.0502473815","-0.0502473838","-0.0502473842","-0.0502473833"," 0.9497526158"," 0.1813009990","-0.0142873619"," 0.0341259094","-0.0360193720"," 0.0080758451"," 0.0005773045","-0.0364798528","-0.0242998006","-0.0133211143","-0.0368541804","-0.0240875402","-0.0434793498","-0.0486939975","-0.0408905683","-0.0425648825","-0.0335241343","-0.0316892935","-0.0369527602","-0.0376482468","-0.0331841937","-0.0181626113","-0.0188403230","-0.0302851980","-0.0335856727","-0.0372103741","-0.0381946182","-0.0271940968","-0.0348093987","-0.0413036758","-0.0071096522","-0.0350757995","-0.0363245909","-0.0412679708","-0.0284963352"
"Uric acid"," 0.0726814501","-0.1926408422","-0.2148805458","-0.2246388129"," 0.1985859678","-0.2272490356"," 0.3227997438"," 0.3337825082","-0.0349145567"," 0.0275766594"," 0.3598679478"," 0.2993633856","-0.0004796362"," 0.6364996677"," 0.2279868555"," 0.1195569418"," 0.3550128555"," 0.7701601803"," 0.6060264851","-0.0080872207","-0.1924149114","-0.2298398197","-0.1214489469","-0.1235829474","-0.2005034974","-0.1876817011","-0.2275978162","-0.2281250946","-0.1827468517","-0.2295363209","-0.2224793300","-0.1825850748","-0.1157643400","-0.1771906564","-0.1561136502","-0.2158430312","-0.0400854814","-0.2070723434","-0.2250982819"," 0.0387000983"
"(R)-3-Hydroxybutyric acid","-0.30410112","-0.06506456","-0.24864326","-0.30507273","-0.24995124","-0.21055560","-0.22512992","-0.17016611","-0.26256758","-0.23997532","-0.18498292","-0.22940863","-0.21633988","-0.20579951","-0.18574475"," 0.07508551","-0.10201731","-0.17822742","-0.19104999"," 0.45130865","-0.01493562","-0.17906187"," 0.01342517"," 0.69492727","-0.11484008"," 0.06328909"," 0.03210575"," 0.34498523"," 0.42092030","-0.05738586","-0.03706509"," 0.00950267"," 0.66634933"," 0.29419640"," 0.28467919"," 0.10831842"," 0.19268769"," 0.39609414","-0.13675936"," 0.26697088"
"Taurine","-0.32087408","-0.29115564","-0.27469197","-0.31682147","-0.28327281","-0.23873769","-0.31448267","-0.33153125","-0.29155333","-0.23224534","-0.25084446","-0.21182811","-0.28686790","-0.19341074","-0.22692444","-0.25402630","-0.25816007","-0.11645136","-0.19388284","-0.04342829"," 0.03868644"," 0.12392762"," 0.12544663"," 0.13207427"," 0.20458214"," 0.13748010"," 0.56487241"," 0.29928562"," 0.10519029"," 0.30576338"," 0.39533841"," 0.14171887"," 0.50455851"," 0.13975225"," 0.17889863"," 0.44107674"," 0.07421282"," 0.39839403","-0.04853716"," 0.66846875"
"Citrulline","-0.16853476","-0.23219197","-0.23219052","-0.22373686","-0.18532213","-0.19406045","-0.22585201","-0.21427675","-0.22571257","-0.21454273","-0.22474241","-0.21723982","-0.19006354","-0.21692537","-0.12664433","-0.19780470","-0.11394350","-0.15470370","-0.17757319","-0.04834536"," 0.26482331"," 0.04922687"," 0.07586235"," 0.03368714"," 0.05360461"," 0.13196282"," 0.64744227","-0.04849499","-0.07247544"," 0.04779048"," 0.31678478","-0.03890167"," 0.47766208","-0.01557970"," 0.22212089"," 0.22135540"," 0.76780803"," 0.37782721"," 0.16853147"," 0.10336872"
"2-Ketobutyric acid","-0.177243112","-0.184190548","-0.237062776","-0.239064484","-0.216310017","-0.191110409","-0.212027400","-0.158102008","-0.232881493","-0.139061332","-0.121551220","-0.167151174","-0.155708876","-0.133016119","-0.053388355","-0.077456473","-0.103967746","-0.092756419","-0.130923116","-0.089471131"," 0.046246124"," 0.009867871"," 0.166488564"," 0.760935516"," 0.100000702"," 0.212985695","-0.013530216","-0.009836253"," 0.100930298"," 0.069014632"," 0.284138936"," 0.223660071"," 0.088592924"," 0.097372415"," 0.259743849"," 0.007202378"," 0.237902726"," 0.227588919"," 0.094616757"," 0.148522301"
"Hypoxanthine","-0.181817740","-0.164000666","-0.040761136","-0.054215233"," 0.090654612"," 0.209820785","-0.187853748","-0.197087907","-0.091639716","-0.042562114","-0.169737757","-0.172666614","-0.165856498","-0.172002654","-0.173685264","-0.154273259","-0.122659513","-0.138952190","-0.188043699","-0.158273908","-0.112409020","-0.083291312"," 0.274121465"," 0.343558077","-0.013058095"," 0.063179635","-0.144568927"," 0.088095418"," 0.003299387"," 0.411255575"," 0.287982715"," 0.042047344"," 0.336989991"," 0.074125413","-0.021187321"," 0.774113683","-0.225886317","-0.223746165","-0.081908514"," 0.482901185"
"Succinic acid","-0.22470207","-0.29325458","-0.28616772","-0.22444093","-0.23652866","-0.18740121","-0.28513735","-0.24753241","-0.24160804","-0.23934747","-0.24787768","-0.20317127","-0.20878978","-0.19964093","-0.20312199","-0.21700457","-0.17059662","-0.22194917","-0.12698626","-0.19868480","-0.02054377"," 0.11436508"," 0.04505113"," 0.31375194"," 0.08244356","-0.01853904"," 0.48009725"," 0.66602839"," 0.14064600"," 0.19576492"," 0.16147428"," 0.08482132"," 0.23413834"," 0.27764592"," 0.27282646"," 0.70674542"," 0.17210385"," 0.14391527"," 0.10723809"," 0.30396911"
"Mesaconate","-0.30896009","-0.46032234","-0.41822223","-0.37542379","-0.33220188","-0.20244793","-0.17588363","-0.04212021","-0.27264659","-0.25570775","-0.07078614","-0.14456747","-0.17720470","-0.14013793","-0.34762215","-0.17142508","-0.29636735","-0.11759496","-0.07108050","-0.19023131"," 0.03003495"," 0.05985299","-0.10712940"," 0.30423795"," 0.07545996"," 0.15631656"," 0.37065825"," 0.45542480"," 0.02576784"," 0.07656785"," 0.14947511"," 0.21682768"," 0.24945655"," 0.23982399"," 0.47973072"," 0.34898057"," 0.53967766"," 0.39622339"," 0.30712606"," 0.19644054"
"N-Acetyl-L-glutamate 5-semialdehyde"," 0.10680061"," 0.41828420"," 0.71904108"," 0.49351246"," 0.31931032"," 0.34482958"," 0.68569037"," 0.37580082"," 0.11994801"," 0.17721961"," 0.06224864"," 0.04939494","-0.07486175","-0.02338787"," 0.01798250","-0.04783160","-0.12369200","-0.03947234","-0.12950010","-0.22763636","-0.13584372","-0.16237307","-0.20572576","-0.28095892","-0.17708304","-0.19288306","-0.12181089","-0.18490305","-0.18197425","-0.24723546","-0.21940976","-0.15253591","-0.04773173","-0.20888404","-0.12078857","-0.07016902","-0.20185599","-0.16521703","-0.22375886"," 0.07746103"
"Pyroglutamic acid","-0.28580264","-0.29733927","-0.29989385","-0.29604569","-0.27477382","-0.25868659","-0.30571942","-0.28881608","-0.28140644","-0.25825971","-0.29336805","-0.27630448","-0.23747451","-0.29596980","-0.28969554","-0.23625563","-0.26012224","-0.28439103","-0.22279966","-0.17418392","-0.03380575","-0.02578459"," 0.04654948"," 0.34365925"," 0.21394540"," 0.30206046"," 0.67543580"," 0.21436053"," 0.12767494"," 0.23567416"," 0.21364538"," 0.14947265"," 0.12574388"," 0.16610673"," 0.24467181"," 0.62406437"," 0.65915724"," 0.69428058"," 0.14507349"," 0.29532256"
"L-Tyrosine","-0.2928778077","-0.2788769723","-0.2569022329","-0.3086385257","-0.3204242722","-0.2798107313","-0.2969478410","-0.2600443333","-0.2445668541","-0.3116919615","-0.2318979752","-0.2482724986","-0.2898864829","-0.2340033315","-0.2934799176","-0.2682632976","-0.2376755326","-0.2254313630","-0.2290677164","-0.1740257952"," 0.0982492122"," 0.1760163729"," 0.1770587664"," 0.1613695138"," 0.0778141292"," 0.1772213100"," 0.4508815422"," 0.0950514002"," 0.0001990651"," 0.2331647750"," 0.5220074751"," 0.2926094894"," 0.2683155662"," 0.1760517988"," 0.0698243297"," 0.5200082072"," 0.4931355243"," 0.6062197953"," 0.0080114420"," 0.6795757278"
"Gluconic acid","-0.217252715","-0.217252714","-0.217252717","-0.217252717","-0.217252716","-0.217252714","-0.217252716","-0.217252713","-0.217252717","-0.217252714","-0.217252716","-0.217252717","-0.217252716","-0.217252715","-0.217252713","-0.217252716","-0.217252716","-0.217252718"," 0.487037752"," 0.007121147","-0.060750229"," 0.017172342","-0.107729136"," 0.276577118"," 0.340430644"," 0.010524375"," 0.053740163"," 0.272023250"," 0.308046815"," 0.033205987"," 0.130510067"," 0.371159439"," 0.782747282"," 0.122200914"," 0.189384085"," 0.042799008"," 0.384634380","-0.016542602"," 0.133466514"," 0.132789562"
"Palmitic acid","-0.090232641","-0.122161884","-0.077332450","-0.041322015","-0.034086010","-0.249879135","-0.125088182","-0.245300281","-0.147399351","-0.060230816","-0.123749127","-0.291697093","-0.082143079","-0.006248715","-0.004292476","-0.034342229","-0.009708600","-0.226407155","-0.205193779","-0.088344213","-0.240534734","-0.017736950"," 0.017855916","-0.091814476","-0.096593357"," 0.046167859"," 0.048230608"," 0.157066341"," 0.311377714"," 0.138087312","-0.079410573"," 0.133822993"," 0.324331738"," 0.153562068","-0.087677285"," 0.342144258","-0.159499306"," 0.178447752"," 0.708302907"," 0.479028450"
"Theobromine","-0.17002554","-0.17002554","-0.17002555","-0.17002555","-0.17002555","-0.17002554","-0.17002554","-0.17002553","-0.17002555","-0.17002554","-0.17002555","-0.17002555","-0.17002554","-0.17002554","-0.17002554","-0.17002555","-0.17002554","-0.17002555"," 0.82997445"," 0.23554681","-0.13515451"," 0.15855087"," 0.07744033"," 0.01576074"," 0.03128662"," 0.02239012"," 0.17383117"," 0.15940134"," 0.09355925"," 0.05310967"," 0.07524842","-0.09728762"," 0.24850030"," 0.19913275"," 0.14135648"," 0.03634265"," 0.05557898"," 0.40967693"," 0.19276473"," 0.08344931"
"Dehydroepiandrosterone"," 0.157821085"," 0.395665281"," 0.106722097","-0.072260230"," 0.059669338"," 0.311019455","-0.196223855"," 0.443435011"," 0.140790589"," 0.095673960","-0.052271854","-0.136486157"," 0.053401301","-0.117325240","-0.186231621","-0.092942758","-0.064755790","-0.167307543","-0.237289833","-0.162356943","-0.146105942","-0.171118538","-0.222589539","-0.111139821"," 0.054078078"," 0.001002824"," 0.257967935","-0.063875697","-0.068022702","-0.213299232","-0.191054527","-0.210653600"," 0.762710167"," 0.037836482","-0.019057083"," 0.008097524","-0.088964756","-0.064547868"," 0.206864321","-0.036874322"
"D-Glucuronic Acid"," 0.017692359","-0.192326615","-0.295703221","-0.254866914","-0.247085680","-0.242928025","-0.070346317","-0.116604415","-0.273771043","-0.278096459","-0.192930385","-0.191886157","-0.261469072","-0.233891180","-0.166123355","-0.180113576","-0.208955142","-0.223224564","-0.254197116","-0.230569397","-0.083931006","-0.105968869"," 0.373858498"," 0.101067152"," 0.008921402"," 0.646736106","-0.003032355"," 0.033618066"," 0.072652481"," 0.030781498"," 0.152023625"," 0.393412266"," 0.704296779"," 0.277312983"," 0.138967043","-0.037187295"," 0.492515494"," 0.522453546"," 0.062328088"," 0.316570770"
"N-Acetylglutamic acid","-0.16913100","-0.17674946","-0.16309818","-0.07944148","-0.10766922","-0.19693366","-0.15894740","-0.15123131","-0.15936702","-0.20024510","-0.13780405","-0.15037570","-0.20420034","-0.13212799","-0.11867014","-0.11176477","-0.08712601","-0.08943974","-0.15672697","-0.12704742","-0.16408099"," 0.28078642"," 0.45412166"," 0.07507046","-0.02249347"," 0.15606384"," 0.27432741"," 0.11117516"," 0.11791277"," 0.02432807"," 0.06977119"," 0.10677985"," 0.47793771"," 0.02740969"," 0.04362528"," 0.79579966"," 0.14424396"," 0.03114174","-0.09629831","-0.02952514"
"all-trans-Retinoic acid","-0.15353205","-0.26560378","-0.19354483","-0.25650976","-0.16823884","-0.15435144","-0.14113646","-0.16677884","-0.25848001","-0.16577084","-0.15333064","-0.22370214","-0.15488172","-0.16284858","-0.09463642","-0.22710096"," 0.06961854","-0.02341261","-0.22470167","-0.19601476","-0.21776578"," 0.08646214","-0.04877943","-0.04042649"," 0.08431748"," 0.21334321"," 0.43621243"," 0.51942847","-0.07444751","-0.07568452","-0.16583457"," 0.26631215","-0.08915743"," 0.73439622","-0.13864016","-0.03259583","-0.08462343"," 0.63704535"," 0.59803271"," 0.70736281"
"L-Cystine"," 0.305173072","-0.067191927","-0.067191930"," 0.932808070"," 0.285267419"," 0.110295258"," 0.041897474"," 0.016294611","-0.003360967","-0.022005235","-0.028737206","-0.038679813","-0.042593356","-0.041141294","-0.047165856","-0.051988716","-0.051849909","-0.056661022","-0.058014522","-0.054810377","-0.064350676","-0.054384883","-0.054058051","-0.054677149","-0.054466402","-0.052667375","-0.052393258","-0.054273834","-0.054419139","-0.057058030","-0.052495956","-0.052806431","-0.052997630","-0.054175896","-0.050585550","-0.050649863","-0.047721625","-0.047920094","-0.051527406","-0.046714531"
"Indolelactic acid","-0.204439057","-0.240595884","-0.154839753","-0.223603256","-0.208746595","-0.224915754","-0.194886132","-0.109227536","-0.160247051","-0.201804829","-0.130882893","-0.202574662","-0.179068180","-0.118974191","-0.017553270","-0.066180661","-0.142582894","-0.150027909","-0.138709674","-0.099928981"," 0.075714411","-0.007640570"," 0.116470454"," 0.077164648"," 0.113112359"," 0.009879734","-0.109158221"," 0.082476221"," 0.248547839"," 0.162140998"," 0.146900854","-0.009685805"," 0.759404116"," 0.395557797"," 0.286594012"," 0.136949844"," 0.049140045"," 0.166879447"," 0.139104097"," 0.330236881"
"Phenylacetylglutamine","-0.09335820","-0.25600651","-0.19220926","-0.26806454","-0.25806658","-0.25306585","-0.20479446","-0.25288717","-0.26009805","-0.23915141","-0.25869463","-0.13808468","-0.22406911","-0.02762876","-0.15192733","-0.24372430","-0.23825698","-0.25775085","-0.18112483","-0.21814454","-0.20209514"," 0.52731434","-0.15218681"," 0.73193546"," 0.01389973"," 0.66156437","-0.16431012"," 0.70108823","-0.06998103","-0.21922007","-0.01652626","-0.11122488"," 0.38005703"," 0.63695296"," 0.11930636"," 0.27457490"," 0.01329810"," 0.63656394"," 0.56842583","-0.11232888"
"N-Acetylleucine","-0.053526155","-0.053526151","-0.053526159","-0.053526160","-0.053526157","-0.053526152","-0.053526157","-0.053526148","-0.053526159","-0.053526151"," 0.946473840"," 0.104381864"," 0.119787151"," 0.127248007"," 0.009457666","-0.011019602","-0.005728190","-0.011454872","-0.038386453","-0.040083555","-0.044368005","-0.043715574","-0.022597456","-0.046467231","-0.046056648","-0.025628553","-0.024544251","-0.035864314","-0.041221526","-0.039550241","-0.036708918","-0.009982985","-0.006560457","-0.037630389","-0.038495811"," 0.005791538","-0.035012196","-0.047447887","-0.046853663","-0.042499745"
"Citramalic acid","-0.179906098","-0.207691789","-0.168926241","-0.178595342","-0.171468608","-0.133909228","-0.173005879","-0.150317234","-0.153364175","-0.163582190","-0.172670670","-0.146000285","-0.110788557","-0.033876572","-0.142438768","-0.083029469","-0.127819821","-0.116620627","-0.082349109","-0.093190474"," 0.044694136","-0.048144013"," 0.184816454"," 0.040392249"," 0.051180669","-0.085818617"," 0.500296824"," 0.759827555"," 0.001982103","-0.051407879","-0.026440632"," 0.066988692"," 0.057839785"," 0.154310850"," 0.321873571"," 0.792308211"," 0.005543161"," 0.003917811"," 0.010985446"," 0.004404759"
"Pentadecanoic acid","-0.180401523","-0.143594638"," 0.252724251","-0.137979920"," 0.292000869"," 0.327770599"," 0.586969993","-0.022314730","-0.006462206"," 0.656364531"," 0.819598477","-0.050147203"," 0.592816058"," 0.243321218"," 0.278710631","-0.137648224"," 0.257135685","-0.144265491","-0.172919537","-0.166650297","-0.172026492","-0.140096342","-0.169614286","-0.163726857","-0.154755904","-0.151503971","-0.150354772","-0.157962562","-0.115536834","-0.145853363","-0.169767399","-0.166341012","-0.176662139","-0.169086051","-0.159640407","-0.175001679","-0.157260985","-0.152773094","-0.148642142","-0.148422252"
"Ornithine","-0.25847870","-0.25847870","-0.25847871","-0.25847871","-0.25847871","-0.25847870","-0.25847871","-0.25847869","-0.25847871","-0.25847870","-0.25847871","-0.25847871","-0.25847871","-0.25847870","-0.25847870","-0.25847871","-0.25847871","-0.25847871"," 0.74152129"," 0.18743337"," 0.04561454"," 0.08013166"," 0.33861699"," 0.02452837"," 0.06869019"," 0.16336364"," 0.36504780"," 0.02944025"," 0.10715171"," 0.02284556"," 0.20538845"," 0.07795122"," 0.23415294"," 0.05574398"," 0.14779369"," 0.18411668"," 0.62417484"," 0.62429391"," 0.15845371"," 0.16616188"
"Abrine","-0.02901071","-0.02901071","-0.02901071","-0.02901071","-0.02901071","-0.02901071","-0.02901071","-0.02901071","-0.02901071","-0.02901071","-0.02901071","-0.02901071","-0.02901071","-0.02901071","-0.02901071","-0.02901071"," 0.97098929"," 0.01763521","-0.00588795","-0.02359561","-0.01851003","-0.02718864","-0.02763118","-0.02210541","-0.02696997","-0.02482393","-0.02582829","-0.02726177","-0.02755337","-0.02476166","-0.02424321","-0.02259236","-0.02241981","-0.02703675","-0.02147378","-0.02787615","-0.02393146","-0.02806669","-0.02630507","-0.01839007"
"D-Octopine","-0.0436436576","-0.0436436559","-0.0436436592","-0.0436436597","-0.0436436585","-0.0436436564","-0.0436436584","-0.0436436546","-0.0436436594","-0.0436436558","-0.0436436586","-0.0436436596","-0.0436436582"," 0.9563563403"," 0.0383170447","-0.0135196500","-0.0133985430","-0.0313628429","-0.0310308007","-0.0151106965","-0.0174059086","-0.0212046244","-0.0132050482","-0.0205485514","-0.0156757991","-0.0192938685","-0.0262948904","-0.0202612629","-0.0049828928","-0.0296509084","-0.0172532917","-0.0006231953","-0.0214840861","-0.0164644118","-0.0138640837","-0.0259735101","-0.0126624179"," 0.0060625245","-0.0157464425","-0.0163506310"
"L-N2-(2-Carboxyethyl)arginine","-0.319981214","-0.310123100","-0.267231697","-0.269212940","-0.279273453","-0.187714050","-0.320389748","-0.227274531","-0.261165088","-0.099299478","-0.205751643","-0.312227938","-0.154752577","-0.046861253","-0.235438492","-0.032208520","-0.097903015","-0.248371970","-0.110175018"," 0.212644812"," 0.188102712"," 0.017616828"," 0.064920140"," 0.175140054"," 0.295595717","-0.005229735"," 0.087983324"," 0.358236130"," 0.197273009","-0.031453869"," 0.209881082"," 0.313586876","-0.094765023"," 0.104839322"," 0.474874992"," 0.049949147"," 0.679610252"," 0.095935310"," 0.329412910"," 0.261201734"
"5'-Oxoinosine","-0.29083653","-0.26325867","-0.24508131","-0.22889120","-0.13479059","-0.14313336","-0.28434195","-0.29503626","-0.21390130","-0.12299112","-0.22619112","-0.14228420","-0.17988059"," 0.07170542","-0.27633367","-0.01144491","-0.09949048","-0.04108335"," 0.68976495"," 0.10032320"," 0.41178794"," 0.04708581","-0.10944837"," 0.70496374"," 0.20113327","-0.26447347"," 0.41060496"," 0.11866860","-0.05676348"," 0.04821982"," 0.11693631","-0.01895634"," 0.04531953"," 0.16180667"," 0.17279269"," 0.06154619"," 0.02756878"," 0.05581805"," 0.01934571"," 0.18322065"
"5-Hydroxypentanoic acid"," 0.144201058","-0.318077725","-0.008697148"," 0.165012773"," 0.022089545"," 0.001356998"," 0.047688340"," 0.617984854"," 0.102367719"," 0.057629587"," 0.303970256","-0.210421915","-0.147174626"," 0.681922275"," 0.035496177","-0.002803641","-0.059275122","-0.138286121","-0.010652969","-0.019864759","-0.132390435","-0.130099442","-0.097338427","-0.054979861","-0.154842871","-0.141063957","-0.083815071","-0.143152043"," 0.043568505"," 0.091401290","-0.098016674","-0.070869305"," 0.034078670","-0.089849089"," 0.232907156","-0.025789351","-0.061719658","-0.220825407","-0.126982410","-0.034687174"
"Dihydrouracil","-0.15921496","-0.27838327","-0.14006197","-0.17236995"," 0.28798615"," 0.20088676","-0.26535977"," 0.69524788","-0.25698728","-0.23971049"," 0.08349608"," 0.06463255"," 0.06209729","-0.22621574"," 0.60797739","-0.21672768"," 0.35324551"," 0.13185350","-0.22368677"," 0.50614980"," 0.11114979","-0.23041175","-0.25247377"," 0.15725236","-0.26966882","-0.02032732"," 0.58809348","-0.07266812","-0.28507914"," 0.27866832","-0.17984489"," 0.03376482"," 0.13202886","-0.03788193","-0.29630959","-0.15670326","-0.30475212","-0.17701553"," 0.35865759","-0.19133401"
"Guanidoacetic acid","-0.334267873","-0.103856367","-0.130318877","-0.037371313"," 0.018638847","-0.078799717"," 0.029526248"," 0.102335877"," 0.065219611"," 0.049092286"," 0.029723467","-0.455476443"," 0.003760872"," 0.115158927"," 0.210614812"," 0.043573493"," 0.120119595","-0.118972442","-0.249103226","-0.052821346"," 0.040196683","-0.011565983"," 0.017829680","-0.074684241","-0.100500919","-0.022687894"," 0.065279299"," 0.193745337"," 0.273500176"," 0.111024742","-0.083513384","-0.222086703","-0.186782339","-0.205594961"," 0.152358311"," 0.180957541"," 0.101932963"," 0.243058929"," 0.544523557","-0.243767226"
"D-Mannose","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735","-0.17544735"," 0.17257714","-0.03314397"," 0.26816124"," 0.82455265"," 0.16556129"," 0.05381268"," 0.03848002","-0.04243347"," 0.14290163"," 0.12549489"," 0.35629651"," 0.18896727"," 0.11022462"," 0.08135516"," 0.07119244"," 0.04487199"," 0.27654436"," 0.32470259"," 0.15379628"," 0.18503174"
"gamma-Glutamylcysteine","-0.42404788","-0.44565089","-0.35653610","-0.42038762","-0.36694635","-0.34543145","-0.21881690","-0.27957143","-0.37650682","-0.25851609","-0.17724349","-0.24952081","-0.12524403","-0.16170172","-0.17732514","-0.22747370"," 0.02073761","-0.08661435","-0.24200527"," 0.11078977","-0.02806223"," 0.11760382"," 0.05264245"," 0.16001213"," 0.15140664"," 0.33629094"," 0.20418907"," 0.07592759"," 0.19854855"," 0.36974672"," 0.18750402"," 0.29116292"," 0.12765793"," 0.28751545"," 0.33333682"," 0.06907154"," 0.34654370"," 0.55434911"," 0.49913283"," 0.47343267"
"Acetylcholine chloride","-0.23284037","-0.28214295","-0.30205271","-0.33805534","-0.34262212","-0.27625222","-0.24320415","-0.17441989","-0.32622405","-0.15634833","-0.18281684","-0.28984996","-0.39023458","-0.17591198","-0.17944077","-0.18131417","-0.10531001","-0.17531682","-0.20506709"," 0.04446606","-0.05148854"," 0.10596359"," 0.03878777"," 0.15503508"," 0.06557762"," 0.34928887"," 0.19169100"," 0.03900562"," 0.16410812"," 0.33510429"," 0.20241342"," 0.24892504"," 0.14451917"," 0.18462500"," 0.36551839"," 0.06025911"," 0.48152094"," 0.60976542"," 0.40336764"," 0.42097072"
"Citric acid","-0.171024547","-0.171024539","-0.171024555","-0.171024557","-0.171024552","-0.171024541","-0.171024551","-0.171024533","-0.171024556","-0.171024538","-0.171024552","-0.171024557","-0.171024550","-0.171024545","-0.171024536","-0.171024553"," 0.828975443"," 0.655295572"," 0.192590856"," 0.029161726","-0.003915723"," 0.002209790","-0.009972641"," 0.117356157"," 0.073444122"," 0.100865760"," 0.051608040"," 0.061903182"," 0.009291450","-0.037816662"," 0.037441817"," 0.047192907"," 0.034738182"," 0.018130455"," 0.137012146"," 0.055504274"," 0.106263979"," 0.113134312"," 0.062075659"," 0.053901961"
"L-2-Hydroxyglutaric acid","-0.0323586943","-0.0323586943","-0.0323586943","-0.0323586943","-0.0323586943","-0.0323586943","-0.0323586943","-0.0323586942","-0.0323586943","-0.0323586943","-0.0323586943","-0.0323586943","-0.0323586943","-0.0323586943","-0.0323586942","-0.0323586943","-0.0323586943"," 0.9676413057"," 0.0028954155","-0.0153950509","-0.0287724524","-0.0179792188","-0.0282301114","-0.0005998679","-0.0285096277","-0.0130587163","-0.0270653179","-0.0148987148","-0.0281855092","-0.0271976192","-0.0172694792","-0.0275619824","-0.0147229253","-0.0283363259","-0.0315993800"," 0.0061438099","-0.0316661111","-0.0089693406","-0.0273835866","-0.0091813903"
"Phenyl acetate","-0.13350905","-0.22531029","-0.36113874","-0.35694940","-0.24125941","-0.35619621","-0.34276215","-0.34930866","-0.35203588","-0.35387900","-0.36227966","-0.21443618","-0.34937358","-0.34959746","-0.19236444","-0.13858176","-0.16973813","-0.11722127","-0.33739894","-0.06058296"," 0.08148003"," 0.19320829"," 0.07053942"," 0.19955544"," 0.17517307"," 0.20369457"," 0.10035771"," 0.16437705"," 0.25637346"," 0.28383334"," 0.04866445"," 0.42045209"," 0.16363243"," 0.34728965"," 0.42979277"," 0.23072527"," 0.46526827"," 0.63772034"," 0.58799676"," 0.30378877"
"D-Galactose","-0.23899624","-0.23899624","-0.23899625","-0.23899625","-0.23899624","-0.23899624","-0.23899624","-0.23899624","-0.23899625","-0.23899624","-0.23899624","-0.23899625","-0.23899624","-0.23899624","-0.23899624","-0.23899624","-0.23899624","-0.23899625"," 0.76100375"," 0.19410855"," 0.07788102"," 0.02761441"," 0.18240054"," 0.65646835"," 0.12378212"," 0.19481090"," 0.06123012"," 0.03100074"," 0.06775435"," 0.10151490"," 0.31087768"," 0.18931818"," 0.17813105"," 0.11565107"," 0.23086268"," 0.06748946"," 0.23535578"," 0.23490130"," 0.11412243"," 0.14565300"
"17a-Estradiol","-0.248712415"," 0.064222274"," 0.044784698","-0.052586019","-0.369915200"," 0.426793289","-0.039918517","-0.101392081","-0.088489330"," 0.226735144","-0.166383970","-0.159238909","-0.086768349","-0.022145884","-0.160833464"," 0.215233629","-0.094142480","-0.294430785","-0.151347507","-0.112096775","-0.107292568"," 0.192137110","-0.126652053","-0.136448997","-0.082831864"," 0.036103652"," 0.038048693"," 0.097197617"," 0.111853700"," 0.197291111","-0.185909835","-0.049520070"," 0.286127821"," 0.118099589","-0.158425672"," 0.098247595","-0.007179383"," 0.019582514"," 0.630084800"," 0.200118894"
"Glyceric acid","-0.23126482","-0.25462249","-0.25823137","-0.23130708","-0.23067428","-0.23880512","-0.24148619","-0.23650040","-0.24808721","-0.23844636","-0.23516750","-0.16746743","-0.23164533","-0.21646316","-0.23600104","-0.17309615","-0.23299557","-0.23704277","-0.20005845","-0.16812233"," 0.12835414","-0.06803151","-0.08557749"," 0.34731937"," 0.24209472","-0.12308364"," 0.03219283"," 0.30286216"," 0.06824586"," 0.20011588"," 0.74176863"," 0.16091394"," 0.10160786"," 0.20335106"," 0.33563534"," 0.04624206"," 0.63244950"," 0.33435282"," 0.37169532"," 0.53497621"
